FID,date,neighbors,neighbor_count
2962,2017-06-30,"        FID       date
1715   3091 2017-07-02
1716   3092 2017-07-02
3155   2955 2017-07-02
4008   3031 2017-06-30
4069   3020 2017-07-02
4222   3023 2017-07-02
9787   3030 2017-06-30
10080  3094 2017-07-02
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",11
3031,2017-06-30,"        FID       date
3859   3104 2017-06-30
4222   3023 2017-07-02
7794   2962 2017-06-30
9787   3030 2017-06-30
10080  3094 2017-07-02
10081  3093 2017-07-02",6
1368,2017-07-01,"       FID       date
508   1289 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",10
1331,2017-07-01,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",10
1369,2017-07-01,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",10
1290,2017-07-01,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4545  1247 2017-07-01
5621  1407 2017-07-01",11
1289,2017-07-01,"       FID       date
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",11
1407,2017-07-01,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
4291  1290 2017-07-01
4545  1247 2017-07-01",10
1330,2017-07-01,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",11
1247,2017-07-01,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
5621  1407 2017-07-01",11
2955,2017-07-02,"        FID       date
1715   3091 2017-07-02
1716   3092 2017-07-02
2023   2954 2017-07-02
4069   3020 2017-07-02
4222   3023 2017-07-02
7794   2962 2017-06-30
7850   2950 2017-07-02
7919   2952 2017-07-02
9876   3156 2017-07-02
9877   3157 2017-07-02
10080  3094 2017-07-02
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",14
3020,2017-07-02,"        FID       date
1715   3091 2017-07-02
1716   3092 2017-07-02
2023   2954 2017-07-02
3155   2955 2017-07-02
4222   3023 2017-07-02
7794   2962 2017-06-30
7850   2950 2017-07-02
7919   2952 2017-07-02
9877   3157 2017-07-02
10080  3094 2017-07-02
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",13
3023,2017-07-02,"        FID       date
1715   3091 2017-07-02
1716   3092 2017-07-02
3155   2955 2017-07-02
4008   3031 2017-06-30
4069   3020 2017-07-02
7794   2962 2017-06-30
9787   3030 2017-06-30
10080  3094 2017-07-02
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",11
3094,2017-07-02,"        FID       date
1715   3091 2017-07-02
1716   3092 2017-07-02
3155   2955 2017-07-02
4008   3031 2017-06-30
4069   3020 2017-07-02
4222   3023 2017-07-02
7794   2962 2017-06-30
9787   3030 2017-06-30
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",11
3091,2017-07-02,"        FID       date
1716   3092 2017-07-02
2023   2954 2017-07-02
3155   2955 2017-07-02
4069   3020 2017-07-02
4222   3023 2017-07-02
7794   2962 2017-06-30
7919   2952 2017-07-02
9787   3030 2017-06-30
10080  3094 2017-07-02
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",12
3092,2017-07-02,"        FID       date
1715   3091 2017-07-02
2023   2954 2017-07-02
3155   2955 2017-07-02
4069   3020 2017-07-02
4222   3023 2017-07-02
7794   2962 2017-06-30
7919   2952 2017-07-02
9787   3030 2017-06-30
10080  3094 2017-07-02
10081  3093 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",12
3093,2017-07-02,"        FID       date
1715   3091 2017-07-02
1716   3092 2017-07-02
3155   2955 2017-07-02
4008   3031 2017-06-30
4069   3020 2017-07-02
4222   3023 2017-07-02
7794   2962 2017-06-30
9787   3030 2017-06-30
10080  3094 2017-07-02
10182  2961 2017-06-30
10963  3165 2017-06-30",11
1407,2017-07-03,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
4291  1290 2017-07-01
4545  1247 2017-07-01",10
1368,2017-07-03,"       FID       date
508   1289 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2762  1331 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",10
1331,2017-07-03,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
3332  1369 2017-07-03
3339  1369 2017-07-01
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",10
1369,2017-07-03,"       FID       date
508   1289 2017-07-01
588   1368 2017-07-01
693   1331 2017-07-01
1220  1330 2017-07-01
2501  1368 2017-07-03
2762  1331 2017-07-03
3753  1407 2017-07-03
4291  1290 2017-07-01
4545  1247 2017-07-01
5621  1407 2017-07-01",10
1290,2017-07-08,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1331,2017-07-08,"        FID       date
248    1368 2017-07-08
385    1289 2017-07-08
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1247,2017-07-08,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1369,2017-07-08,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
10210  1206 2017-07-08",18
1248,2017-07-08,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1289,2017-07-08,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
475    1331 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1330,2017-07-08,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
1093   1368 2017-07-10
1159   1369 2017-07-08
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1206,2017-07-08,"       FID       date
132   1331 2017-07-08
248   1368 2017-07-08
385   1289 2017-07-08
475   1331 2017-07-10
490   1289 2017-07-10
978   1330 2017-07-08
1093  1368 2017-07-10
1159  1369 2017-07-08
1735  1330 2017-07-10
1858  1290 2017-07-08
2667  1290 2017-07-10
4020  1247 2017-07-10
5347  1248 2017-07-10
6357  1248 2017-07-08
8052  1247 2017-07-08
9486  1369 2017-07-10",16
1407,2017-07-08,"       FID       date
132   1331 2017-07-08
248   1368 2017-07-08
385   1289 2017-07-08
475   1331 2017-07-10
490   1289 2017-07-10
978   1330 2017-07-08
1093  1368 2017-07-10
1159  1369 2017-07-08
1735  1330 2017-07-10
1858  1290 2017-07-08
2667  1290 2017-07-10
4020  1247 2017-07-10
5347  1248 2017-07-10
6357  1248 2017-07-08
8052  1247 2017-07-08
9486  1369 2017-07-10",16
1368,2017-07-08,"        FID       date
132    1331 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1290,2017-07-10,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1330,2017-07-10,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
1093   1368 2017-07-10
1159   1369 2017-07-08
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1407,2017-07-10,"       FID       date
132   1331 2017-07-08
248   1368 2017-07-08
385   1289 2017-07-08
475   1331 2017-07-10
490   1289 2017-07-10
978   1330 2017-07-08
1093  1368 2017-07-10
1159  1369 2017-07-08
1735  1330 2017-07-10
1858  1290 2017-07-08
2667  1290 2017-07-10
4020  1247 2017-07-10
5347  1248 2017-07-10
6357  1248 2017-07-08
8052  1247 2017-07-08
9486  1369 2017-07-10",16
1368,2017-07-10,"        FID       date
132    1331 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1331,2017-07-10,"        FID       date
248    1368 2017-07-08
385    1289 2017-07-08
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1369,2017-07-10,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
10210  1206 2017-07-08",18
1289,2017-07-10,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
475    1331 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1206,2017-07-10,"       FID       date
132   1331 2017-07-08
248   1368 2017-07-08
385   1289 2017-07-08
475   1331 2017-07-10
490   1289 2017-07-10
978   1330 2017-07-08
1093  1368 2017-07-10
1159  1369 2017-07-08
1735  1330 2017-07-10
1858  1290 2017-07-08
2667  1290 2017-07-10
4020  1247 2017-07-10
5347  1248 2017-07-10
6357  1248 2017-07-08
8052  1247 2017-07-08
9486  1369 2017-07-10",16
1248,2017-07-10,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4020   1247 2017-07-10
4140   1407 2017-07-10
8052   1247 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
1247,2017-07-10,"        FID       date
132    1331 2017-07-08
248    1368 2017-07-08
385    1289 2017-07-08
475    1331 2017-07-10
490    1289 2017-07-10
978    1330 2017-07-08
1093   1368 2017-07-10
1159   1369 2017-07-08
1735   1330 2017-07-10
1858   1290 2017-07-08
2667   1290 2017-07-10
3055   1407 2017-07-08
4140   1407 2017-07-10
5347   1248 2017-07-10
6357   1248 2017-07-08
9370   1206 2017-07-10
9486   1369 2017-07-10
10210  1206 2017-07-08",18
4206,2017-08-01,"        FID       date
1338   4342 2017-08-03
1339   4341 2017-08-03
1400   4339 2017-08-03
1401   4340 2017-08-03
3289   4393 2017-08-03
6031   4338 2017-08-03
7844   4343 2017-08-03
8375   4205 2017-08-01
11145  3986 2017-08-03
11147  3985 2017-08-03
11148  3984 2017-08-03",11
4205,2017-08-01,"        FID       date
1338   4342 2017-08-03
1339   4341 2017-08-03
1400   4339 2017-08-03
1401   4340 2017-08-03
3289   4393 2017-08-03
6031   4338 2017-08-03
8376   4206 2017-08-01
11145  3986 2017-08-03
11147  3985 2017-08-03
11148  3984 2017-08-03",10
1247,2017-08-08,"       FID       date
3     1368 2017-08-10
4     1331 2017-08-10
15    1289 2017-08-10
16    1407 2017-08-10
31    1206 2017-08-10
34    1369 2017-08-10
50    1330 2017-08-10
107   1163 2017-08-10
126   1290 2017-08-10
212   1248 2017-08-10
347   1367 2017-08-10
350   1288 2017-08-10
948   1162 2017-08-10
1221  1332 2017-08-10
1261  1207 2017-08-10
2851  1205 2017-08-10
3284  1408 2017-08-10
3774  1249 2017-08-10
4639  1120 2017-08-10
6827  1121 2017-08-10",20
1331,2017-08-09,"        FID       date
362    1368 2017-08-11
1296   1369 2017-08-11
1913   1289 2017-08-11
2330   1407 2017-08-11
4471   1330 2017-08-11
5302   1290 2017-08-11
5472   1247 2017-08-11
11381  1368 2017-08-09",8
1368,2017-08-09,"       FID       date
298   1331 2017-08-11
1296  1369 2017-08-11
1913  1289 2017-08-11
2330  1407 2017-08-11
4471  1330 2017-08-11
5302  1290 2017-08-11
5472  1247 2017-08-11
6072  1331 2017-08-09",8
1331,2017-08-12,"       FID       date
3     1368 2017-08-10
15    1289 2017-08-10
16    1407 2017-08-10
19    1247 2017-08-10
31    1206 2017-08-10
34    1369 2017-08-10
50    1330 2017-08-10
107   1163 2017-08-10
126   1290 2017-08-10
212   1248 2017-08-10
350   1288 2017-08-10
948   1162 2017-08-10
1221  1332 2017-08-10
1261  1207 2017-08-10
2851  1205 2017-08-10
3284  1408 2017-08-10
3774  1249 2017-08-10
7910  1368 2017-08-12
8354  1445 2017-08-10",19
1368,2017-08-12,"       FID       date
4     1331 2017-08-10
15    1289 2017-08-10
16    1407 2017-08-10
19    1247 2017-08-10
31    1206 2017-08-10
34    1369 2017-08-10
50    1330 2017-08-10
126   1290 2017-08-10
212   1248 2017-08-10
276   1444 2017-08-10
347   1367 2017-08-10
350   1288 2017-08-10
1261  1207 2017-08-10
2851  1205 2017-08-10
2870  1482 2017-08-10
3284  1408 2017-08-10
3774  1249 2017-08-10
5476  1331 2017-08-12
8354  1445 2017-08-10",19
1407,2018-08-10,"       FID       date
251   1331 2018-08-12
327   1368 2018-08-12
1011  1331 2018-08-10
1196  1289 2018-08-12
1357  1368 2018-08-10
2004  1330 2018-08-12
2015  1289 2018-08-10
2503  1369 2018-08-12
2650  1247 2018-08-10
5969  1290 2018-08-12
9359  1330 2018-08-10",11
1331,2018-08-10,"        FID       date
327    1368 2018-08-12
1196   1289 2018-08-12
1357   1368 2018-08-10
2004   1330 2018-08-12
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",12
1330,2018-08-10,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
1357   1368 2018-08-10
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
10206  1407 2018-08-10",12
1247,2018-08-10,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
1357   1368 2018-08-10
2004   1330 2018-08-12
2015   1289 2018-08-10
2503   1369 2018-08-12
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",13
1206,2018-08-10,"       FID       date
251   1331 2018-08-12
327   1368 2018-08-12
1011  1331 2018-08-10
1196  1289 2018-08-12
1357  1368 2018-08-10
2004  1330 2018-08-12
2015  1289 2018-08-10
2503  1369 2018-08-12
2650  1247 2018-08-10
5969  1290 2018-08-12
9359  1330 2018-08-10",11
1289,2018-08-10,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1357   1368 2018-08-10
2004   1330 2018-08-12
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",12
1368,2018-08-10,"        FID       date
251    1331 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
2004   1330 2018-08-12
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",12
1330,2018-08-12,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
1357   1368 2018-08-10
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
10206  1407 2018-08-10",12
1290,2018-08-12,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
1357   1368 2018-08-10
2004   1330 2018-08-12
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
9359   1330 2018-08-10
10206  1407 2018-08-10",13
1289,2018-08-12,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1357   1368 2018-08-10
2004   1330 2018-08-12
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",12
1369,2018-08-12,"        FID       date
251    1331 2018-08-12
327    1368 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
1357   1368 2018-08-10
2004   1330 2018-08-12
2015   1289 2018-08-10
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",13
1368,2018-08-12,"        FID       date
251    1331 2018-08-12
1011   1331 2018-08-10
1196   1289 2018-08-12
2004   1330 2018-08-12
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",12
3083,2018-08-12,"       FID       date
1960  2872 2018-08-10
2677  2874 2018-08-10
2678  2873 2018-08-10
2717  2943 2018-08-10
3655  2804 2018-08-10",5
1407,2018-08-12,"       FID       date
251   1331 2018-08-12
327   1368 2018-08-12
1011  1331 2018-08-10
1196  1289 2018-08-12
1357  1368 2018-08-10
2004  1330 2018-08-12
2015  1289 2018-08-10
2503  1369 2018-08-12
2650  1247 2018-08-10
5969  1290 2018-08-12
9359  1330 2018-08-10",11
1331,2018-08-12,"        FID       date
327    1368 2018-08-12
1196   1289 2018-08-12
1357   1368 2018-08-10
2004   1330 2018-08-12
2015   1289 2018-08-10
2503   1369 2018-08-12
2650   1247 2018-08-10
3242   1407 2018-08-12
5636   1206 2018-08-10
5969   1290 2018-08-12
9359   1330 2018-08-10
10206  1407 2018-08-10",12
4171,2018-08-19,"        FID       date
2160   4099 2018-08-17
3217   4101 2018-08-17
3218   4100 2018-08-17
4217   4029 2018-08-17
4218   4028 2018-08-17
7200   4027 2018-08-17
7201   4026 2018-08-17
7348   4170 2018-08-19
10769  4030 2018-08-17
10770  4031 2018-08-17",10
4170,2018-08-19,"        FID       date
2160   4099 2018-08-17
3217   4101 2018-08-17
3218   4100 2018-08-17
4217   4029 2018-08-17
4218   4028 2018-08-17
7200   4027 2018-08-17
7201   4026 2018-08-17
10481  4171 2018-08-19
10769  4030 2018-08-17
10770  4031 2018-08-17",10
3660,2019-06-07,"       FID       date
1941  3803 2019-06-09
1942  3804 2019-06-09
2474  3806 2019-06-09
2475  3805 2019-06-09
3681  3733 2019-06-09
7044  3731 2019-06-09
7045  3732 2019-06-09",7
3880,2019-07-07,"       FID       date
2618  3882 2019-07-09
2619  3881 2019-07-09
4947  3806 2019-07-07
4948  3805 2019-07-07
5276  3879 2019-07-07
7346  3808 2019-07-09
7913  3878 2019-07-07
7914  3877 2019-07-07",8
3806,2019-07-07,"       FID       date
2618  3882 2019-07-09
2619  3881 2019-07-09
4948  3805 2019-07-07
5275  3880 2019-07-07
5276  3879 2019-07-07
7346  3808 2019-07-09
7913  3878 2019-07-07
7914  3877 2019-07-07",8
2885,2019-07-07,"        FID       date
5332   3023 2019-07-09
7530   2631 2019-07-07
7532   2632 2019-07-07
8125   2955 2019-07-09
9289   2887 2019-07-09
11262  2955 2019-07-07",6
3805,2019-07-07,"       FID       date
2618  3882 2019-07-09
2619  3881 2019-07-09
4947  3806 2019-07-07
5275  3880 2019-07-07
5276  3879 2019-07-07
7346  3808 2019-07-09
7913  3878 2019-07-07
7914  3877 2019-07-07",8
2887,2019-07-09,"        FID       date
5332   3023 2019-07-09
7530   2631 2019-07-07
7532   2632 2019-07-07
8047   2885 2019-07-07
8125   2955 2019-07-09
11262  2955 2019-07-07",6
3882,2019-07-09,"       FID       date
2619  3881 2019-07-09
4947  3806 2019-07-07
4948  3805 2019-07-07
5275  3880 2019-07-07
5276  3879 2019-07-07
7346  3808 2019-07-09
7913  3878 2019-07-07
7914  3877 2019-07-07",8
3808,2019-07-09,"       FID       date
2618  3882 2019-07-09
2619  3881 2019-07-09
4947  3806 2019-07-07
4948  3805 2019-07-07
5275  3880 2019-07-07",5
3881,2019-07-09,"       FID       date
2618  3882 2019-07-09
4947  3806 2019-07-07
4948  3805 2019-07-07
5275  3880 2019-07-07
5276  3879 2019-07-07
7346  3808 2019-07-09
7913  3878 2019-07-07
7914  3877 2019-07-07",8
1369,2019-07-11,"        FID       date
412    1368 2019-07-11
527    1331 2019-07-11
717    1407 2019-07-11
906    1368 2019-07-13
1042   1331 2019-07-13
3804   1407 2019-07-13
5519   1289 2019-07-11
7829   1444 2019-07-11
8619   1289 2019-07-13
8789   1330 2019-07-13
9865   1290 2019-07-11
10108  1330 2019-07-11",12
1290,2019-07-11,"        FID       date
412    1368 2019-07-11
527    1331 2019-07-11
717    1407 2019-07-11
855    1369 2019-07-11
906    1368 2019-07-13
1042   1331 2019-07-13
3804   1407 2019-07-13
4413   1369 2019-07-13
5519   1289 2019-07-11
8619   1289 2019-07-13
8789   1330 2019-07-13
10108  1330 2019-07-11",12
1368,2019-07-11,"        FID       date
527    1331 2019-07-11
717    1407 2019-07-11
855    1369 2019-07-11
1042   1331 2019-07-13
3804   1407 2019-07-13
4413   1369 2019-07-13
5519   1289 2019-07-11
7829   1444 2019-07-11
8619   1289 2019-07-13
8789   1330 2019-07-13
9865   1290 2019-07-11
10108  1330 2019-07-11",12
1444,2019-07-11,"        FID       date
412    1368 2019-07-11
717    1407 2019-07-11
855    1369 2019-07-11
906    1368 2019-07-13
3804   1407 2019-07-13
4413   1369 2019-07-13
5519   1289 2019-07-11
8619   1289 2019-07-13
8789   1330 2019-07-13
10108  1330 2019-07-11",10
